Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Total_Cost,Profit,Sales_Channel,Payment_Method,Customer_Rating
ORD-00758,2025-09-21,C1170,Corporate,East,Quebec City,Electronics,Monitor,3,257.38,0.05,733.53,435.0,298.53,Retail Store,Credit Card,4
ORD-00759,2025-12-18,C1059,Small Business,Central,Winnipeg,Furniture,Standing Desk,4,535.33,0.05,2034.25,1320.0,714.25,Partner,Credit Card,5
ORD-00760,2025-04-25,C1194,Small Business,West,Victoria,Electronics,Printer,8,207.06,0,1656.48,896.0,760.48,Online,PayPal,3
ORD-00761,2025-03-05,C1407,Corporate,East,Halifax,Accessories,Mouse,5,40.71,0,203.55,70.0,133.55,Online,Debit Card,4
ORD-00762,2025-04-20,C1348,Consumer,Central,Toronto,Accessories,USB-C Hub,5,77.74,0,388.7,155.0,233.7,Retail Store,Debit Card,
ORD-00763,2025-10-18,C1361,Consumer,West,Calgary,Electronics,Laptop,2,944.71,0,1889.42,1240.0,649.42,Partner,Debit Card,
ORD-00764,2026-05-22,C1414,Corporate,Central,Winnipeg,Furniture,Standing Desk,1,569.13,0.1,512.22,330.0,182.22,Online,Credit Card,4
ORD-00765,2025-07-03,C1200,Corporate,Central,Winnipeg,Furniture,Standing Desk,1,523.68,0,523.68,330.0,193.68,Partner,Bank Transfer,5
ORD-00766,2026-04-30,C1280,Small Business,Central,Ottawa,Furniture,Standing Desk,1,561.05,0.15,476.89,330.0,146.89,Online,Credit Card,5
ORD-00767,2025-05-15,C1356,Small Business,Central,Winnipeg,Electronics,Laptop,5,867.37,0,4336.85,3100.0,1236.85,Online,PayPal,
ORD-00768,2025-05-29,C1439,Consumer,West,Vancouver,Accessories,Mouse,3,40.7,0.05,116.0,42.0,74.0,Retail Store,Bank Transfer,4
ORD-00769,2026-03-14,C1332,Corporate,East,Montreal,Electronics,Laptop,1,943.21,0,943.21,620.0,323.21,Online,Bank Transfer,5
ORD-00770,2025-06-02,C1088,Consumer,East,Halifax,Furniture,Standing Desk,1,555.28,0,555.28,330.0,225.28,Online,Credit Card,5
ORD-00771,2026-04-20,C1328,Consumer,East,Quebec City,Accessories,Headset,3,86.59,0,259.77,114.0,145.77,Online,Credit Card,4
ORD-00772,2026-05-07,C1292,Consumer,Central,Winnipeg,Electronics,Monitor,4,248.33,0.1,893.99,580.0,313.99,Online,Credit Card,4
ORD-00773,2025-11-30,C1250,Corporate,West,Calgary,Accessories,USB-C Hub,3,80.28,0.05,228.8,93.0,135.8,Online,Credit Card,4
ORD-00774,2025-08-01,C1020,Small Business,East,Montreal,Accessories,Keyboard,5,68.69,0.05,326.28,140.0,186.28,Online,Debit Card,4
ORD-00775,2025-06-15,C1278,Consumer,West,Calgary,Accessories,Headset,5,88.76,0.05,421.61,190.0,231.61,Partner,Bank Transfer,4
ORD-00776,2025-01-01,C1295,Consumer,West,Victoria,Electronics,Laptop,8,895.03,0.1,6444.22,4960.0,1484.22,Retail Store,PayPal,
ORD-00777,2026-06-20,C1072,Small Business,Central,Winnipeg,Accessories,USB-C Hub,2,76.28,0,152.56,62.0,90.56,Retail Store,Debit Card,5
ORD-00778,2025-05-18,C1133,Consumer,East,Halifax,Accessories,Mouse,2,40.19,0.05,76.36,28.0,48.36,Retail Store,Debit Card,5
ORD-00779,2026-02-14,C1137,Corporate,Central,Toronto,Accessories,Headset,3,91.16,0,273.48,114.0,159.48,Online,PayPal,4
ORD-00780,2026-06-08,C1126,Consumer,East,Montreal,Furniture,Standing Desk,4,575.51,0,2302.04,1320.0,982.04,Retail Store,PayPal,4
ORD-00781,2025-05-08,C1074,Consumer,East,Montreal,Accessories,USB-C Hub,2,82.21,0.15,139.76,62.0,77.76,Online,PayPal,4
ORD-00782,2025-01-11,C1156,Consumer,West,Victoria,Accessories,Mouse,2,40.9,0,81.8,28.0,53.8,Partner,Credit Card,
ORD-00783,2026-06-26,C1384,Small Business,Central,Winnipeg,Electronics,Printer,5,193.41,0.15,821.99,560.0,261.99,Retail Store,Debit Card,5
ORD-00784,2025-12-20,C1262,Corporate,East,Halifax,Accessories,USB-C Hub,4,78.06,0.05,296.63,124.0,172.63,Online,Debit Card,4
ORD-00785,2025-05-27,C1311,Small Business,Central,Winnipeg,Accessories,Headset,1,87.73,0.1,78.96,38.0,40.96,Partner,Bank Transfer,5
ORD-00786,2025-07-07,C1416,Consumer,Central,Ottawa,Electronics,Webcam,2,124.57,0.2,199.31,110.0,89.31,Online,PayPal,4
ORD-00787,2025-03-31,C1294,Small Business,Central,Ottawa,Furniture,Office Chair,5,316.58,0,1582.9,925.0,657.9,Online,Credit Card,3
ORD-00788,2025-10-20,C1263,Consumer,East,Quebec City,Electronics,Laptop,8,898.16,0.1,6466.75,4960.0,1506.75,Retail Store,Bank Transfer,4
ORD-00789,2025-01-15,C1421,Small Business,East,Montreal,Electronics,Laptop,3,921.5,0,2764.5,1860.0,904.5,Retail Store,Bank Transfer,3
ORD-00790,2025-06-22,C1253,Consumer,East,Halifax,Accessories,Mouse,1,38.19,0,38.19,14.0,24.19,Online,Debit Card,5
ORD-00791,2026-01-18,C1135,Corporate,West,Victoria,Accessories,Mouse,5,39.92,0,199.6,70.0,129.6,Partner,Credit Card,4
ORD-00792,2026-02-08,C1182,Consumer,West,Victoria,Accessories,USB-C Hub,4,79.9,0.05,303.62,124.0,179.62,Online,Bank Transfer,3
ORD-00793,2025-12-03,C1101,Corporate,Central,Ottawa,Electronics,Monitor,2,240.02,0,480.04,290.0,190.04,Online,Debit Card,4
ORD-00794,2026-02-25,C1219,Small Business,West,Victoria,Electronics,Laptop,1,881.93,0,881.93,620.0,261.93,Online,PayPal,4
ORD-00795,2025-04-22,C1101,Consumer,Central,Winnipeg,Electronics,Webcam,1,124.44,0,124.44,55.0,69.44,Online,Debit Card,4
ORD-00796,2025-10-19,C1340,Consumer,West,Vancouver,Furniture,Standing Desk,2,574.65,0.1,1034.37,660.0,374.37,Online,Credit Card,5
ORD-00797,2026-03-08,C1256,Small Business,Central,Winnipeg,Electronics,Webcam,4,124.57,0.1,448.45,220.0,228.45,Online,Debit Card,5
ORD-00798,2025-04-23,C1175,Consumer,West,Vancouver,Accessories,Keyboard,1,71.24,0,71.24,28.0,43.24,Retail Store,Credit Card,5
ORD-00799,2026-03-21,C1127,Small Business,Central,Ottawa,Accessories,Headset,2,90.09,0,180.18,76.0,104.18,Online,Credit Card,5
ORD-00800,2025-09-27,C1092,Small Business,East,Montreal,Furniture,Standing Desk,1,550.12,0.1,495.11,330.0,165.11,Retail Store,Debit Card,4
ORD-00801,2025-08-23,C1046,Corporate,West,Vancouver,Furniture,Standing Desk,1,556.4,0.05,528.58,330.0,198.58,Partner,Bank Transfer,3
ORD-00802,2026-02-22,C1056,Consumer,East,Quebec City,Accessories,Mouse,1,38.2,0.05,36.29,14.0,22.29,Online,PayPal,5
ORD-00803,2025-10-15,C1164,Corporate,Central,Winnipeg,Furniture,Standing Desk,1,558.81,0,558.81,330.0,228.81,Online,PayPal,4
ORD-00804,2026-04-29,C1342,Consumer,Central,Winnipeg,Electronics,Monitor,2,240.28,0,480.56,290.0,190.56,Online,Debit Card,3
ORD-00805,2025-12-06,C1196,Small Business,Central,Winnipeg,Furniture,Office Chair,5,322.6,0,1613.0,925.0,688.0,Retail Store,Credit Card,4
ORD-00806,2025-05-14,C1360,Small Business,East,Halifax,Electronics,Printer,1,193.8,0.1,174.42,112.0,62.42,Partner,Credit Card,
ORD-00807,2025-03-18,C1065,Consumer,East,Halifax,Furniture,Office Chair,1,318.56,0.05,302.63,185.0,117.63,Retail Store,Bank Transfer,4
ORD-00808,2025-09-16,C1257,Small Business,East,Quebec City,Furniture,Office Chair,2,327.32,0,654.64,370.0,284.64,Partner,Debit Card,3
ORD-00809,2025-10-08,C1203,Small Business,East,Montreal,Accessories,Headset,1,92.16,0.1,82.94,38.0,44.94,Retail Store,Credit Card,
ORD-00810,2025-06-19,C1292,Consumer,Central,Winnipeg,Furniture,Standing Desk,2,522.69,0,1045.38,660.0,385.38,Retail Store,Credit Card,4
ORD-00811,2026-06-10,C1114,Corporate,Central,Winnipeg,Accessories,USB-C Hub,1,76.94,0,76.94,31.0,45.94,Online,Debit Card,3
ORD-00812,2025-10-26,C1127,Consumer,West,Calgary,Accessories,Keyboard,8,66.85,0.15,454.58,224.0,230.58,Online,Credit Card,4
ORD-00813,2025-01-02,C1068,Consumer,East,Quebec City,Electronics,Printer,10,195.27,0.15,1659.8,1120.0,539.8,Partner,PayPal,5
ORD-00814,2025-11-29,C1336,Consumer,West,Calgary,Electronics,Laptop,6,942.43,0,5654.58,3720.0,1934.58,Partner,Bank Transfer,4
ORD-00815,2025-09-21,C1413,Corporate,East,Halifax,Electronics,Printer,2,201.62,0,403.24,224.0,179.24,Online,Debit Card,5
ORD-00816,2026-04-02,C1441,Corporate,West,Calgary,Furniture,Standing Desk,2,532.67,0,1065.34,660.0,405.34,Online,Debit Card,4
ORD-00817,2026-05-18,C1035,Consumer,East,Montreal,Accessories,Headset,1,90.96,0,90.96,38.0,52.96,Online,Credit Card,4
ORD-00818,2026-03-13,C1193,Consumer,West, Victoria,Furniture,Standing Desk,1,555.67,0.1,500.1,330.0,170.1,Retail Store,Credit Card,5
ORD-00819,2025-04-23,C1405,Small Business,West,Calgary,Electronics,Laptop,1,908.96,0.15,772.62,620.0,152.62,Online,Credit Card,3
ORD-00820,2025-12-13,C1079,Small Business,East,Montreal,Accessories,Mouse,2,39.22,0.1,70.6,28.0,42.6,Partner,Credit Card,4
ORD-00821,2025-10-01,C1212,Consumer,East,Halifax,Electronics,Monitor,1,259.65,0,259.65,145.0,114.65,Retail Store,Credit Card,4
ORD-00822,2025-08-18,C1351,Consumer,West,Vancouver,Furniture,Standing Desk,2,560.13,0.15,952.22,660.0,292.22,Online,Bank Transfer,4
ORD-00823,2025-06-23,C1043,Consumer,West,Vancouver,Electronics,Monitor,8,246.5,0,1972.0,1160.0,812.0,Online,Debit Card,3
ORD-00824,2025-07-02,C1418,Small Business,Central,Winnipeg,Furniture,Office Chair,2,323.44,0.1,582.19,370.0,212.19,Online,PayPal,5
ORD-00825,2025-04-17,C1076,Corporate,Central,Ottawa,Furniture,Office Chair,8,313.56,0,2508.48,1480.0,1028.48,Retail Store,PayPal,4
ORD-00826,2025-06-01,C1165,Consumer,Central,Ottawa,Electronics,Webcam,4,115.73,0.1,416.63,220.0,196.63,Online,Debit Card,4
ORD-00827,2026-01-30,C1410,Small Business,Central,Ottawa,Electronics,Webcam,2,117.99,0.1,212.38,110.0,102.38,Online,Bank Transfer,4
ORD-00828,2026-03-05,C1215,Consumer,East,Quebec City,Accessories,USB-C Hub,2,80.64,0,161.28,62.0,99.28,Retail Store,Credit Card,4
ORD-00829,2025-08-29,C1030,Consumer,Central,Toronto,Accessories,Mouse,10,41.67,0.2,333.36,140.0,193.36,Retail Store,PayPal,5
ORD-00830,2025-05-23,C1114,Small Business,Central,Ottawa,Accessories,Keyboard,5,67.97,0.05,322.86,140.0,182.86,Partner,Debit Card,3
ORD-00831,2025-05-01,C1339,Consumer,East,Halifax,Accessories,Keyboard,2,71.4,0,142.8,56.0,86.8,Partner,Bank Transfer,4
ORD-00832,2025-06-11,C1391,Consumer,West,Vancouver,Furniture,Office Chair,1,327.23,0.15,278.15,185.0,93.15,Online,Bank Transfer,4
ORD-00833,2025-05-24,C1056,Small Business,East,Halifax,Accessories,Headset,2,85.61,0.1,154.1,76.0,78.1,Online,Credit Card,4
ORD-00834,2025-02-02,C1364,Consumer,East,Montreal,Accessories,USB-C Hub,1,79.62,0.2,63.7,31.0,32.7,Online,PayPal,5
ORD-00835,2025-08-21,C1316,Consumer,Central,Toronto,Accessories,Headset,10,87.4,0,874.0,380.0,494.0,Partner,Debit Card,3
ORD-00836,2026-02-06,C1207,Consumer,West,Calgary,Accessories,USB-C Hub,3,81.21,0.05,231.45,93.0,138.45,Retail Store,Debit Card,5
ORD-00837,2025-02-25,C1014,Consumer,Central,Winnipeg,Furniture,Standing Desk,1,569.05,0.05,540.6,330.0,210.6,Online,PayPal,4
ORD-00838,2025-06-16,C1016,Consumer,East,Montreal,Electronics,Monitor,1,242.53,0,242.53,145.0,97.53,Partner,PayPal,4
ORD-00839,2025-03-29,C1004,Small Business,East,Halifax,Electronics,Laptop,2,939.91,0,1879.82,1240.0,639.82,Online,PayPal,5
ORD-00840,2026-02-12,C1208,Small Business,East,Montreal,Furniture,Office Chair,4,316.7,0.1,1140.12,740.0,400.12,Partner,Debit Card,4
ORD-00841,2025-01-25,C1320,Corporate,East,Quebec City,Electronics,Webcam,2,119.55,0,239.1,110.0,129.1,Online,Debit Card,4
ORD-00842,2025-08-09,C1333,Consumer,East,Halifax,Accessories,Keyboard,4,71.59,0.05,272.04,112.0,160.04,Partner,Bank Transfer,5
ORD-00843,2025-05-15,C1122,Corporate,Central,Ottawa,Furniture,Office Chair,3,336.02,0.1,907.25,555.0,352.25,Online,Credit Card,4
ORD-00844,2025-06-06,C1408,Consumer,East,Halifax,Electronics,Webcam,1,124.4,0,124.4,55.0,69.4,Retail Store,Bank Transfer,4
ORD-00845,2025-04-07,C1091,Consumer,Central,Ottawa,Accessories,Keyboard,8,67.12,0,536.96,224.0,312.96,Online,PayPal,
ORD-00846,2026-04-30,C1209,Corporate,Central,Ottawa,Accessories,Keyboard,8,68.5,0,548.0,224.0,324.0,Online,Bank Transfer,4
ORD-00847,2026-01-11,C1349,Small Business,East,Halifax,Furniture,Office Chair,2,342.38,0,684.76,370.0,314.76,Retail Store,Credit Card,3
ORD-00848,2025-09-08,C1114,Consumer,East,Halifax,Electronics,Laptop,1,931.83,0.05,885.24,620.0,265.24,Online,Bank Transfer,5
ORD-00849,2025-04-06,C1203,Corporate,Central,Ottawa,Electronics,Webcam,3,122.77,0,368.31,165.0,203.31,Online,Debit Card,5
ORD-00850,2026-02-16,C1232,Small Business,Central,Toronto,Furniture,Office Chair,1,317.26,0.1,285.53,185.0,100.53,Online,Debit Card,3
ORD-00851,2026-04-27,C1185,Consumer,West,Calgary,Accessories,Mouse,1,41.74,0,41.74,14.0,27.74,Retail Store,Bank Transfer,5
ORD-00852,2025-08-07,C1035,Small Business,West,Vancouver,Electronics,Laptop,8,862.51,0.1,6210.07,4960.0,1250.07,Online,Bank Transfer,5
ORD-00853,2025-03-25,C1047,Consumer,Central,Winnipeg,Electronics,Webcam,5,123.96,0,619.8,275.0,344.8,Retail Store,PayPal,5
ORD-00854,2025-11-01,C1181,Consumer,West,Vancouver,Furniture,Office Chair,9,345.35,0.1,2797.34,1665.0,1132.34,Retail Store,Credit Card,5
ORD-00855,2025-07-23,C1377,Consumer,West,Calgary,Electronics,Printer,3,204.85,0.15,522.37,336.0,186.37,Partner,Credit Card,5
ORD-00856,2025-06-04,C1001,Consumer,Central,Toronto,Electronics,Webcam,5,120.24,0.05,571.14,275.0,296.14,Partner,Debit Card,
ORD-00857,2026-04-06,C1307,Small Business,East,Halifax,Electronics,Monitor,1,256.85,0.1,231.17,145.0,86.17,Online,Debit Card,5
ORD-00858,2025-12-23,C1358,Consumer,West,Vancouver,Electronics,Printer,8,196.13,0,1569.04,896.0,673.04,Online,Bank Transfer,
ORD-00859,2026-02-28,C1234,Consumer,Central,Ottawa,Furniture,Office Chair,4,344.06,0,1376.24,740.0,636.24,Partner,PayPal,5
ORD-00860,2025-07-01,C1145,Consumer,East,Halifax,Accessories,Keyboard,2,69.55,0.1,125.19,56.0,69.19,Retail Store,Credit Card,4
ORD-00861,2025-04-17,C1051,Consumer,West,Calgary,Electronics,Laptop,3,938.44,0.1,2533.79,1860.0,673.79,Online,Credit Card,
ORD-00862,2025-10-24,C1179,Small Business,Central,Toronto,Accessories,Mouse,4,41.79,0.15,142.09,56.0,86.09,Online,Bank Transfer,
ORD-00863,2026-02-10,C1212,Consumer,West,Victoria,Accessories,Mouse,2,41.6,0,83.2,28.0,55.2,Retail Store,Credit Card,4
ORD-00864,2026-03-01,C1171,Consumer,West,Vancouver,Electronics,Laptop,1,908.99,0.15,772.64,620.0,152.64,Retail Store,Bank Transfer,4
ORD-00865,2025-09-05,C1325,Consumer,East,Quebec City,Accessories,Mouse,3,39.71,0.15,101.26,42.0,59.26,Online,Debit Card,5
ORD-00866,2026-02-17,C1401,Consumer,Central,Winnipeg,Accessories,Keyboard,2,70.91,0.05,134.73,56.0,78.73,Retail Store,PayPal,5
ORD-00867,2025-06-12,C1362,Consumer,Central,Toronto,Electronics,Monitor,1,238.19,0.05,226.28,145.0,81.28,Retail Store,Bank Transfer,4
ORD-00868,2025-01-26,C1113,Small Business,East,Halifax,Accessories,Keyboard,10,71.06,0,710.6,280.0,430.6,Retail Store,Debit Card,5
ORD-00869,2025-09-09,C1296,Consumer,East,Quebec City,Accessories,Headset,3,91.24,0.1,246.35,114.0,132.35,Partner,Credit Card,4
ORD-00870,2026-04-16,C1429,Consumer,East,Montreal,Electronics,Monitor,1,258.61,0,258.61,145.0,113.61,Online,Bank Transfer,4
ORD-00871,2025-04-14,C1160,Corporate,Central,Toronto,Furniture,Standing Desk,1,543.13,0.1,488.82,330.0,158.82,Online,Debit Card,
ORD-00872,2025-07-04,C1177,Small Business,Central,Toronto,Accessories,Keyboard,3,68.89,0,206.67,84.0,122.67,Partner,Credit Card,
ORD-00873,2025-06-12,C1078,Consumer,East,Halifax,Accessories,Headset,6,90.1,0,540.6,228.0,312.6,Online,PayPal,4
ORD-00874,2025-04-28,C1102,Consumer,West,Vancouver,Furniture,Office Chair,1,322.52,0,322.52,185.0,137.52,Retail Store,PayPal,4
ORD-00875,2025-10-29,C1433,Corporate,Central,Winnipeg,Electronics,Webcam,2,116.36,0,232.72,110.0,122.72,Partner,Bank Transfer,5
ORD-00876,2025-04-16,C1305,Consumer,East,Halifax,Accessories,Headset,1,89.51,0.05,85.03,38.0,47.03,Retail Store,PayPal,5
ORD-00877,2025-04-21,C1017,Consumer,East,Quebec City,Furniture,Standing Desk,1,547.21,0.1,492.49,330.0,162.49,Partner,Bank Transfer,5
ORD-00878,2025-10-28,C1183,Consumer,East,Halifax,Accessories,USB-C Hub,2,82.32,0,164.64,62.0,102.64,Online,Credit Card,4
ORD-00879,2025-08-09,C1109,Consumer,East,Quebec City,Furniture,Office Chair,1,337.14,0.1,303.43,185.0,118.43,Online,PayPal,
ORD-00880,2025-08-27,C1413,Consumer,East,Montreal,Furniture,Standing Desk,1,561.88,0.05,533.79,330.0,203.79,Online,Bank Transfer,4
ORD-00881,2026-03-22,C1063,Corporate,Central,Ottawa,Accessories,Mouse,1,39.68,0.2,31.74,14.0,17.74,Online,Debit Card,
ORD-00882,2025-12-01,C1145,Consumer,East,Quebec City,Accessories,Mouse,3,41.94,0.15,106.95,42.0,64.95,Retail Store,Bank Transfer,4
ORD-00883,2025-02-07,C1154,Consumer,East,Halifax,Electronics,Laptop,1,892.35,0.15,758.5,620.0,138.5,Online,PayPal,5
ORD-00884,2025-12-21,C1434,Consumer,Central,Toronto,Accessories,USB-C Hub,5,83.86,0,419.3,155.0,264.3,Online,PayPal,4
ORD-00885,2025-04-16,C1115,Consumer,West,Vancouver,Electronics,Laptop,4,920.17,0.15,3128.58,2480.0,648.58,Partner,Credit Card,4
ORD-00886,2025-07-15,C1056,Corporate,East,Quebec City,Accessories,USB-C Hub,10,82.27,0,822.7,310.0,512.7,Partner,PayPal,3
ORD-00887,2025-03-18,C1061,Consumer,Central,Ottawa,Electronics,Printer,4,201.66,0.15,685.64,448.0,237.64,Retail Store,PayPal,4
ORD-00888,2025-06-01,C1143,Consumer,East,Quebec City,Electronics,Webcam,3,119.87,0.05,341.63,165.0,176.63,Online,Bank Transfer,5
ORD-00889,2025-08-20,C1438,Consumer,West,Victoria,Accessories,Headset,3,91.31,0,273.93,114.0,159.93,Retail Store,Credit Card,4
ORD-00890,2025-03-18,C1106,Consumer,Central,Toronto,Accessories,Mouse,1,38.41,0,38.41,14.0,24.41,Retail Store,PayPal,5
ORD-00891,2026-04-10,C1317,Consumer,East,Montreal,Accessories,USB-C Hub,1,79.61,0,79.61,31.0,48.61,Partner,Bank Transfer,4
ORD-00892,2025-07-12,C1448,Consumer,West,Victoria,Furniture,Standing Desk,1,530.59,0.1,477.53,330.0,147.53,Partner,Credit Card,4
ORD-00893,2025-09-04,C1281,Consumer,West,Victoria,Accessories,Keyboard,1,67.32,0,67.32,28.0,39.32,Retail Store,PayPal,4
ORD-00894,2026-03-18,C1332,Consumer,West,Vancouver,Furniture,Standing Desk,2,527.87,0,1055.74,660.0,395.74,Online,Bank Transfer,5
ORD-00895,2025-07-18,C1025,Consumer,Central,Toronto,Furniture,Standing Desk,1,528.5,0.05,502.07,330.0,172.07,Retail Store,Credit Card,4
ORD-00896,2025-08-13,C1358,Consumer,West,Vancouver,Electronics,Laptop,2,934.42,0,1868.84,1240.0,628.84,Retail Store,Bank Transfer,5
ORD-00897,2026-02-07,C1147,Consumer,West,Vancouver,Accessories,Headset,2,91.84,0.1,165.31,76.0,89.31,Online,Credit Card,3
ORD-00898,2025-07-09,C1035,Consumer,East,Halifax,Electronics,Printer,2,196.29,0,392.58,224.0,168.58,Partner,Debit Card,4
ORD-00899,2025-12-07,C1347,Consumer,Central,Toronto,Electronics,Laptop,3,934.3,0.2,2242.32,1860.0,382.32,Online,PayPal,3
ORD-00900,2026-05-01,C1148,Consumer,East,Montreal,Electronics,Webcam,5,122.15,0,610.75,275.0,335.75,Online,Debit Card,4
ORD-00901,2025-05-31,C1339,Consumer,West,Vancouver,Accessories,Headset,4,90.4,0,361.6,152.0,209.6,Online,PayPal,
ORD-00902,2026-01-09,C1431,Consumer,Central,Toronto,Furniture,Office Chair,1,342.04,0.1,307.84,185.0,122.84,Retail Store,Credit Card,
ORD-00903,2025-10-04,C1015,Consumer,East,Halifax,Electronics,Laptop,1,887.14,0.2,709.71,620.0,89.71,Online,Bank Transfer,4
ORD-00904,2026-01-04,C1347,Corporate,West,Calgary,Electronics,Monitor,1,259.42,0.2,207.54,145.0,62.54,Retail Store,Debit Card,
ORD-00905,2025-09-29,C1266,Consumer,East,Quebec City,Furniture,Office Chair,2,314.85,0,629.7,370.0,259.7,Partner,Credit Card,5
ORD-00906,2026-03-20,C1076,Corporate,Central,Winnipeg,Furniture,Office Chair,1,328.88,0.1,295.99,185.0,110.99,Online,Debit Card,5
ORD-00907,2025-11-07,C1250,Consumer,Central,Ottawa,Electronics,Monitor,4,252.32,0,1009.28,580.0,429.28,Online,Credit Card,5
ORD-00908,2026-03-17,C1393,Consumer,Central,Winnipeg,Electronics,Laptop,1,900.17,0.1,810.15,620.0,190.15,Partner,Credit Card,4
ORD-00909,2025-10-05,C1127,Corporate,West,Calgary,Accessories,Mouse,2,41.72,0,83.44,28.0,55.44,Online,Bank Transfer,5
ORD-00910,2026-02-13,C1071,Consumer,West,Victoria,Accessories,Headset,2,92.73,0.15,157.64,76.0,81.64,Online,PayPal,4
ORD-00911,2025-05-19,C1192,Consumer,Central,Winnipeg,accessories,Mouse,1,40.17,0.1,36.15,14.0,22.15,Retail Store,Credit Card,5
ORD-00912,2025-05-22,C1210,Small Business,East,Quebec City,Furniture,Office Chair,2,328.89,0,657.78,370.0,287.78,Online,Credit Card,
ORD-00913,2025-01-28,C1278,Consumer,Central,Toronto,Accessories,Keyboard,3,67.38,0.05,192.03,84.0,108.03,Online,Credit Card,5
ORD-00914,2026-02-07,C1138,Small Business,West,Victoria,Electronics,Laptop,2,862.61,0.15,1466.44,1240.0,226.44,Retail Store,PayPal,4
ORD-00915,2025-04-10,C1367,Corporate,Central,Winnipeg,Electronics,Webcam,3,120.12,0.05,342.34,165.0,177.34,Online,Debit Card,3
ORD-00916,2026-06-13,C1368,Corporate,West,Calgary,Electronics,Webcam,1,121.53,0,121.53,55.0,66.53,Retail Store,Bank Transfer,3
ORD-00917,2025-07-25,C1012,Corporate,West,Vancouver,Electronics,Laptop,1,864.32,0,864.32,620.0,244.32,Retail Store,Bank Transfer,
ORD-00918,2025-02-26,C1313,Consumer,West,Victoria,Furniture,Standing Desk,2,536.81,0.15,912.58,660.0,252.58,Online,Credit Card,
ORD-00919,2026-03-19,C1279,Corporate,West,Calgary,electronics,Laptop,1,921.74,0,921.74,620.0,301.74,Retail Store,Bank Transfer,4
ORD-00920,2026-05-07,C1054,Consumer,Central,Ottawa,Electronics,Monitor,8,254.93,0,2039.44,1160.0,879.44,Retail Store,Bank Transfer,
ORD-00921,2026-03-12,C1336,Small Business,West,Vancouver,Accessories,Headset,2,91.3,0,182.6,76.0,106.6,Online,Credit Card,
ORD-00922,2025-12-30,C1361,Corporate,West,Victoria,Electronics,Webcam,2,120.03,0.15,204.05,110.0,94.05,Online,Credit Card,5
ORD-00923,2025-06-28,C1401,Small Business,East,Montreal,Furniture,Office Chair,3,318.11,0.15,811.18,555.0,256.18,Online,Bank Transfer,5
ORD-00924,2025-03-11,C1337,Small Business,East,Quebec City,Furniture,Standing Desk,8,550.37,0.1,3962.66,2640.0,1322.66,Online,Debit Card,5
ORD-00925,2025-11-28,C1049,Corporate,East,Halifax,Furniture,Office Chair,2,337.67,0,675.34,370.0,305.34,Online,Bank Transfer,4
ORD-00926,2026-05-03,C1032,Corporate,Central,Toronto,Accessories,Mouse,1,41.88,0,41.88,14.0,27.88,Retail Store,PayPal,3
ORD-00927,2025-04-28,C1055,Consumer,West,Calgary,Electronics,Monitor,2,241.84,0,483.68,290.0,193.68,Retail Store,Bank Transfer,
ORD-00928,2025-05-17,C1082,Consumer,East,Halifax,Accessories,USB-C Hub,1,77.6,0,77.6,31.0,46.6,Online,Debit Card,5
ORD-00929,2025-03-30,C1279,Corporate,East,Montreal,Electronics,Monitor,1,247.69,0,247.69,145.0,102.69,Partner,PayPal,4
ORD-00930,2025-07-09,C1316,Corporate,East,Halifax,Accessories,USB-C Hub,2,78.81,0.05,149.74,62.0,87.74,Retail Store,Credit Card,4
ORD-00931,2026-03-26,C1255,Small Business,Central,Winnipeg,Furniture,Standing Desk,5,528.04,0.05,2508.19,1650.0,858.19,Online,Credit Card,4
ORD-00932,2025-12-05,C1038,Consumer,West,Vancouver,Accessories,Headset,7,93.33,0,653.31,266.0,387.31,Retail Store,PayPal,4
ORD-00933,2026-02-13,C1015,Consumer,East,Montreal,Accessories,USB-C Hub,3,78.09,0.15,199.13,93.0,106.13,Online,PayPal,3
ORD-00934,2026-03-08,C1387,Consumer,Central,Toronto,Furniture,Office Chair,5,324.37,0.1,1459.66,925.0,534.66,Online,Debit Card,3
ORD-00935,2026-05-21,C1306,Small Business,West,Calgary,Electronics,Printer,3,208.99,0.2,501.58,336.0,165.58,Online,Bank Transfer,4
ORD-00936,2025-05-13,C1400,Consumer,Central,Winnipeg,Electronics,Laptop,1,897.97,0,897.97,620.0,277.97,Online,Credit Card,4
ORD-00937,2025-02-26,C1198,Consumer,West,Vancouver,Accessories,USB-C Hub,3,79.85,0,239.55,93.0,146.55,Retail Store,Debit Card,5
ORD-00938,2026-03-17,C1099,Consumer,East,Quebec City,Accessories,USB-C Hub,1,78.93,0.2,63.14,31.0,32.14,Partner,Bank Transfer,5
ORD-00939,2025-03-01,C1290,Consumer,West,Vancouver,Electronics,Monitor,2,257.32,0.15,437.44,290.0,147.44,Retail Store,Credit Card,3
ORD-00940,2025-09-13,C1125,Consumer,West,Vancouver,Electronics,Laptop,1,913.96,0,913.96,620.0,293.96,Online,Debit Card,5
ORD-00941,2026-02-12,C1416,Consumer,Central,Winnipeg,Electronics,Monitor,3,255.12,0,765.36,435.0,330.36,Partner,Debit Card,5
